Note: Intersecton number is replaced by a dash "-" 

Genus: 2
Length: 12
Number of data: 200

Dilitation,isPseudoAnosov,Intersection_Number,Word
7.876993551795977,true,11,Y0Z0Z0z0Z1z0z1Z0Y0Z1y1z1
5.632765855416691,true,14,y0Y0y1y1z0z0Y1Y0y1Y0Y1z1y1
8.274926158009594,true,15,y1y0Z0Y0Z1Y0Y1Z1Z0Y0z1y1y0
7.982972439362376,true,7,y1z0z1y1Z0Y0y0z0z1z0Z1Z0z0
5.047199057640546,true,6,z0Y0Z1Y1y0Z0Z0z0Z0z0y1y1
10.515902983906024,true,16,z1Z1z1Z0Z0Z1y0y0Z0z1Z0z1Y0
8.679207095280907,true,6,Z0Y0y1Y0y0y1Z0Z1Z1z1z0z0
7.273717458574984,true,15,Z1z1Y1z1Y1z0z1y1Z0z1y0y0
6.287991605337101,true,21,Z1Z1y0Z0z1y1Z0Y1y0z0y1y0
6.016125474343269,true,5,z1Y0z0Z0y0z1y1Z1y1y0Y0y0
8.974722727306238,true,16,Z0z0z1z0Y0Y0y1z0z1y0Z1Y1
0.0,false,1,z0Y1y1Z0Z0Y1Y0y0Y0y0Y0z0Z0
10.569987621896383,true,23,y0z1z1Z0Z0z1y1Z1Z0Z1Y0Z0z1
4.881218454004993,true,16,y1Y0Z0Z0Z1Y0y0Y0z0y0z0z0
7.990089599439531,true,9,y1z0y1z1z1Y0Y0y0z0Z0z1y0
6.839295028187339,true,21,Y1Z0Y1y0y0y1Z0Z1Z1y0y0Z0
10.212442949634497,true,4,y1z1z0Y0Z1y1Y1Y1z0z1Y0z1Z0
7.778732672755795,true,1,z0Z0y1y0z1Z1Z1y0Y0Z0y1Y1
9.046243670070096,true,20,z0Y1z1y0z1z0y0Y1y0y0Z0Y0Y1
11.017887503925088,true,10,Z1Z0Z0z1Y1Z1Y1Z1z1z1Z1Y0Z1
7.792966640174671,true,5,Y1Z0z1y0Y0Z1y0Y0y0Z1y1z1
10.03620783316304,true,11,Y0Z1z1Y0z1Z1Y0z0Y0y0Y1Z0Y0
8.72580878699331,true,10,Z1z0z1y1Z0Z1z1z1z1y1Y0z1
7.936182471508235,true,31,z1Y1z0Y1Y0Z1Y0y1y1Z0Y1Y1y0
6.599878662570695,true,9,Y1z0Z1Y1z0z0Z1Y0Z0y0Z0y1
7.371277352519562,true,3,z0z1Z1Y1z0y0y0z0y0z1z0y0y0
11.20090987996271,true,15,z1Y0y0z1y0Y1y1y0Z1Y0Z1Z1z0
6.544538771461833,true,6,z1z1Y1y0z0Y0y1z0Y0Z0Z0z0Z1
8.403128508237565,true,13,Z1z0y0Z1y0Y1y1Z1Z0y0Z0Z0
8.64382280121001,true,8,y1y0Y1z0z1y1z1z0y0z1z0Y0z1
8.616823809001188,true,3,Z0y1z0Z0Y0y0z1Z0y0Y1y1Z1
6.278016419243072,true,12,z1Y1z1Y1Y0Z0Y0Y1y0z1y1Z0Y0
7.33496132621429,true,1,y0z1y1Z0z0Z0z0Y1Y1y0z1Y0
6.323490391548811,true,19,Z0Y1Z1y1z0y0y1y1y0z0z1y1Z0
8.348863705392569,true,21,Z1Y0z0z1y0z0Y1y1Y1z1Z0Z1
5.786447115455416,true,5,Z0z0y0z1Y1Z1Y0y0z0y0Z0Z0y0
9.338130484592162,true,12,Y0Z1Y0z1Y0z1Y1y1z1z0Z0y0Y1
6.263501861662774,true,17,Z0Y1y0z0Y0y0Y1Y0z0y1y1z1
9.549511470798816,true,15,Z1Y0Y0Y0z1Z1Y1y1Y1z0z1Z0y0
9.204243495433131,true,29,y1Y0y1Z1Z0Y0z0z1y0Z1Z1Z0z1
9.407148382601394,true,21,z1Z1y1z1z0y1Z0Z1Y0Y0y1y1y1
7.632755063577147,true,5,Z1Z1y0Z1Y0y0y0Z0z0Y1Z0y1
7.427557467085845,true,12,Z0y0Z0Z0Y0Z1Y0Z0z0y1Y1Y0Y1
0.0,false,3,Y1Z1y0Z1z1Z1Y0Z1y0Y0y0y1
